#dt, x, y, z
800453813, 483, 877, -135
800486813, 488, 878, -133
800519813, 485, 865, -154
800552817, 488, 864, -157
800585813, 481, 891, -130
800618817, 478, 897, -109
800651813, 471, 888, -110
800684817, 451, 883, -128
800717813, 445, 880, -140
800750817, 455, 884, -134
800783813, 474, 883, -108
800816817, 483, 879, -98
800849813, 488, 870, -114

